vehicle_type,media_type,vehicle_sign,transaction_time,entrance_time,pay_fee,discount_fee,fee,fee_mileage,axle_count,total_weight,gantry_type,transaction_type,pass_state,entrance_lane_type,cpu_card_type,fee_prov_begin_hex,obu_fee_sum_before,obu_fee_sum_after,pay_fee_prov_sum_local,gantry_id,section_id,section_name,gantry_transaction_id,pass_id
13,2,0xff,2023-01-03 13:43:25,2023-03-15 18:50:35,1036,0,997,24696.0,2.0,0.0,1,9.0,1.0,01,2.0,000000,,,,S001453001000410010,S0010530020,彝良至镇雄高速公路,G5615530120003200102023010308300085,015201164023020632597520230316084034
1,2,0xff,2023-01-03 12:35:26,2023-01-03 15:19:29,1054,0,0,0.0,255.0,18000.0,1,9.0,1.0,03,,000000,,,,G561553012000420010,S0014530010,麻文高速,S0010530020003200102023030820100028,020000440101610004842620230103132228
1,1,0xff,2023-02-09 15:26:19,2023-03-16 19:40:40,997,0,1252,6805.0,2.0,0.0,1,9.0,1.0,01,,000000,,,,S001053002000110010,G5615530120,彝良至镇雄高速公路,S0014530010009100102023031613100111,020000520101600022196920230103142147
1,2,0xff,2023-03-15 09:11:30,2023-03-09 15:51:59,960,0,1536,8086.0,2.0,0.0,1,9.0,1.0,01,,000000,,,,S001453001000920010,S0014530010,彝良至昭通高速,G7611530010005100102023020120200051,020000500101660059888620230315122939
1,2,0xff,2023-02-20 07:49:17,2023-03-15 22:44:38,1038,0,381,10940.0,2.0,0.0,1,9.0,1.0,01,,000000,,,,S001053002000420010,G5615530120,麻文高速,G5615530120003200102023010315300127,015301191023900335971420230308122820
1,2,0xff,2023-01-03 08:22:03,2023-03-16 15:30:44,973,17,908,8086.0,2.0,0.0,1,9.0,1.0,01,,000000,,,,S001053002000420010,S0010530020,麻文高速,G5615530120004100102023010308100020,020000440101620094841920230315110649
1,2,0xff,2023-03-16 11:48:43,2023-02-01 10:24:05,1040,0,912,11000.0,2.0,0.0,1,9.0,1.0,01,,000000,,,,S001053002000410010,S0010530020,宜宾至毕节高速威信至镇雄段,G5615530120003200102023010307100027,020000340101610026679720230316121324
1,1,0xff,2023-03-08 11:34:40,2023-01-03 09:41:09,498,0,1727,11000.0,255.0,0.0,1,9.0,1.0,03,,000000,,,,G761153001000510010,S0010530010,宜宾至毕节高速威信至镇雄段,G7611530010004200102023020118200012,020000410101600010105620230315150845
1,1,0xff,2023-01-03 12:31:47,2023-03-08 12:32:47,3409,0,605,14926.0,2.0,0.0,1,9.0,1.0,03,2.0,000000,,,,S007153002000310010,S0014530010,彝良至昭通高速,G5615530120002200102023010321100008,015301190923900380112520230315120840
13,2,0xff,2023-03-09 15:18:58,2023-03-16 18:04:16,989,0,323,11000.0,2.0,10450.0,1,9.0,1.0,01,2.0,000000,,,,G561553012000310010,S0014530010,大关至永善高速,S0010530020003200102023030919300008,015301190923900371007720230316190745
1,2,0xff,2023-02-01 11:06:54,2023-02-20 08:22:15,5268,23,2792,6403.0,2.0,0.0,1,9.0,1.0,01,,000000,,,,S001053002000420010,S0071530020,麻文高速,G5615530120002200102023010314100073,013201211523311004091220230316184126
1,2,0xff,2023-03-16 18:47:40,2023-03-16 07:52:54,1050,30,1727,10276.0,2.0,0.0,1,9.0,1.0,03,,000000,,,,S001053002000310010,S0014530010,彝良至镇雄高速公路,S0010530010004200102023022111200119,020000350101620008881220230221145831
1,2,0xff,2023-01-03 16:20:22,2023-03-16 07:15:00,1029,0,908,13506.0,255.0,0.0,1,9.0,1.0,03,,000000,,,,S001053002000210010,S0010530010,彝良至镇雄高速公路,G5615530120004100102023010315100155,020000510101620040629020230315114316
0,1,0xff,2023-01-03 08:07:49,2023-03-15 03:24:02,922,34,1536,14926.0,2.0,0.0,1,9.0,1.0,01,2.0,000000,,,,G561553012000310010,S0014530010,彝良至镇雄高速公路,S0010530020004200102023030809200064,015301190923900382893920230315090905
1,2,0xff,2023-03-16 11:03:40,2023-02-01 18:23:59,1063,0,1252,8801.0,2.0,0.0,1,9.0,1.0,03,,000000,,,,S001453001000820010,G5615530120,彝良至昭通高速,S0014530010004200102023031618100008,015301190923900224041420230315093523
11,1,0xff,2023-03-16 14:25:05,2023-02-20 17:24:45,1052,0,1617,19916.0,255.0,0.0,1,9.0,1.0,01,2.0,000000,,,,G561553012000310010,S0010530020,彝良至昭通高速,S0014530010009100102023031517300038,013701200423024423330620230103212827
1,2,0xff,2023-02-01 11:20:35,2023-03-15 08:13:38,980,0,732,19916.0,2.0,0.0,1,9.0,1.0,03,2.0,000000,,,,S001453001000420010,G5615530120,宜宾至毕节高速威信至镇雄段,S0014530010003100102023031614400011,020000410101620015362120230316112747
1,2,0xff,2023-03-09 15:03:03,2023-02-09 10:12:54,1082,0,1818,24767.0,255.0,0.0,1,9.0,1.0,01,,000000,,,,S007153002000210010,S0010530020,麻文高速,G5615530120002200102023010318100021,015201164023021994338720230315100557
1,2,0xff,2023-03-09 16:39:46,2023-01-03 18:43:12,1086,0,1292,16444.0,255.0,0.0,1,9.0,1.0,03,,000000,,,,G561553012000220010,G5615530120,昭阳西环高速公路,G7611530010005100102023020116400066,015301190823900457966120230103102910
11,2,0xff,2023-03-08 09:53:51,2023-01-03 09:04:41,52,0,1536,11189.0,255.0,0.0,1,9.0,1.0,01,2.0,000000,,,,G561553012000310010,G5615530120,宜宾至毕节高速威信至镇雄段,G5615530120004200102023010320300071,020000510101620013741520230201141203
11,2,0xff,2023-03-16 11:42:30,2023-01-03 07:11:31,1098,0,3236,13506.0,2.0,0.0,1,9.0,1.0,03,2.0,000000,,,,S001053001000420010,S0014530010,都香高速,S0010530010005200102023022013300017,020000440101620013941320230103223849
1,1,0xff,2023-01-03 09:50:00,2023-02-09 16:50:29,1065,0,866,10940.0,255.0,18000.0,1,9.0,1.0,01,2.0,000000,,,,S001053002000420010,S0010530020,麻文高速,S0010530020004100102023030817300080,013701190123021510803420230103090441
11,1,0xff,2023-02-20 22:40:18,2023-02-09 16:46:22,5726,17,908,9589.0,4.0,0.0,1,9.0,1.0,01,2.0,000000,,,,S001053001000410010,S0010530020,麻文高速,S0014530010005200102023031618400024,020000440101610164279220230103084443
11,2,0xff,2023-03-16 18:06:05,2023-01-03 15:10:02,2714,149,1818,14926.0,255.0,18000.0,1,9.0,1.0,03,2.0,000000,,,,S001053001000310010,S0014530010,昭阳西环高速公路,S0014530010004200102023031517100011,020000130101940020276420230220174357
4,1,0xff,2023-01-03 18:45:20,2023-02-09 08:55:23,55,305,2792,6805.0,2.0,2760.0,1,9.0,1.0,,2.0,000000,,,,G761153001000510010,S0010530010,都香高速,S0071530020005100102023020917100021,015301190523120319363620230103121750
1,2,0xff,2023-02-01 11:38:05,2023-03-16 16:20:55,1373,0,861,14926.0,255.0,18000.0,1,9.0,1.0,01,2.0,000000,,,,G761153001000520010,G5615530120,麻文高速,G5615530120003100102023010310300076,015301190923900324384220230103192841
13,2,0xff,2023-03-16 09:40:35,2023-03-15 13:45:46,4450,36,750,7765.0,2.0,0.0,1,9.0,1.0,,,000000,,,,S007153002000510010,G5615530120,彝良至昭通高速,G5615530120003100102023010313100170,020000530101620076708220230308180120
1,2,0xff,2023-01-03 01:08:21,2023-03-09 23:17:47,1024,0,291,0.0,2.0,0.0,1,9.0,1.0,03,,000000,,,,S001453001000420010,S0010530010,彝良至镇雄高速公路,S0014530010005200102023031518300020,015301220823901001962320230316171135
0,2,0xff,2023-03-15 14:15:54,2023-03-15 16:03:18,1456,76,940,19916.0,2.0,18000.0,1,9.0,1.0,01,2.0,000000,,,,S001053002000420010,S0010530020,宜宾至毕节高速威信至镇雄段,S0014530010007200102023031616100053,015301220823901001892620230103170833
1,1,0xff,2023-03-09 15:57:40,2023-03-16 13:58:53,1087,31,1051,14926.0,255.0,0.0,1,9.0,1.0,01,2.0,000000,,,,S001453003000310010,G5615530120,麻文高速,G5615530120004200102023010309100024,015301190923900240154120230315153920
1,1,0xff,2023-02-20 17:00:10,2023-03-16 15:30:44,5462,0,997,8323.0,2.0,0.0,1,9.0,1.0,01,,000000,,,,S001053002000410010,G7611530010,彝良至昭通高速,G5615530120004100102023010315300084,014501211623071871756920230308200615
1,2,0xff,2023-03-09 11:10:40,2023-02-21 15:57:05,1078,89,60,17165.0,2.0,18000.0,1,9.0,1.0,03,2.0,000000,,,,S001453001000320010,S0010530020,宜宾至毕节高速威信至镇雄段,G5615530120004200102023010323300017,012301220423261600513520230308034402
1,2,0xff,2023-01-03 16:07:32,2023-02-01 11:51:59,544,0,126,11000.0,2.0,18000.0,1,9.0,1.0,01,2.0,000000,,,,S001053002000410010,S0010530010,宜宾至毕节高速威信至镇雄段,S0014530010003100102023031510400017,011501224123191404998920230316001607
1,2,0xff,2023-01-03 17:26:46,2023-03-09 14:22:20,970,0,1106,24696.0,2.0,0.0,1,9.0,1.0,01,,000000,,,,S001053002000410010,S0010530020,宜宾至毕节高速威信至镇雄段,S0010530020004100102023030817300069,020000310101610009207720230209190709
1,1,0xff,2023-02-09 10:30:18,2023-03-08 14:13:47,1004,0,63,9589.0,2.0,18050.0,1,9.0,1.0,01,,000000,,,,S001053002000420010,S0014530030,宜宾至毕节高速威信至镇雄段,S0014530010005200102023031611400049,015301191223900405261420230316154347
11,1,0xff,2023-03-16 07:42:49,2023-03-16 08:44:46,1915,90,898,11000.0,5.0,0.0,1,9.0,1.0,,2.0,000000,,,,S001053001000510010,G7611530010,宜宾至毕节高速威信至镇雄段,S0014530010004100102023031512200022,020000370301910118238320230103132659
11,2,0xff,2023-03-15 22:39:31,2023-03-16 14:39:38,1025,0,691,19916.0,2.0,0.0,1,9.0,2.0,03,,000000,,,,S001453003000320010,G5615530120,宜宾至毕节高速威信至镇雄段,S0010530020004100102023030922100020,015301170922100208983120230103095241
11,2,0xff,2023-03-15 07:59:58,2023-01-03 21:11:26,446,0,1657,0.0,2.0,5160.0,1,9.0,1.0,03,1.0,000000,,,,G561553012000420010,G5615530120,昭阳西环高速公路,G5615530120004100102023010306100003,020000110101840108891720230103162401
0,1,0xff,2023-03-16 18:39:56,2023-03-09 12:25:48,1737,72,5270,0.0,255.0,18000.0,1,9.0,1.0,03,,000000,,,,S001053002000410010,G5615530120,彝良至昭通高速,G7611530010005100102023020119400042,015301190823900427102420230103170619
1,2,0xff,2023-02-20 16:24:12,2023-02-09 12:37:12,1855,0,0,19916.0,2.0,0.0,1,9.0,1.0,01,,000000,,,,S001453001000820010,G5615530120,宜宾至毕节高速威信至镇雄段,S0014530010004200102023031612300015,015301190923900345323020231222012300
1,2,0xff,2023-01-03 14:58:44,2023-02-20 12:37:47,3256,0,340,14926.0,2.0,18000.0,1,9.0,1.0,01,2.0,000000,,,,S001453001000810010,S0010530020,彝良至镇雄高速公路,G5615530120004100102023010310300017,015301190923900358068220230103133808
1,2,0xff,2023-01-03 12:43:37,2023-01-03 08:50:57,1750,124,1727,11189.0,2.0,0.0,1,9.0,1.0,01,,000000,,,,S001053002000420010,S0010530010,彝良至镇雄高速公路,S0014530010006200102023031608100022,012301197823090260154320230316103854
11,1,0xff,2023-01-03 14:35:38,2023-03-16 11:23:36,1356,0,772,17165.0,2.0,2560.0,1,9.0,1.0,,2.0,000000,,,,S001453001000410010,S0010530020,昭阳西环高速公路,S0014530010005100102023031623200007,020000420101610048863420230309125314
13,2,0xff,2023-02-20 19:05:34,2023-03-15 16:08:01,1888,0,1051,11000.0,2.0,0.0,1,9.0,1.0,01,,000000,,,,S001453001000320010,G5615530120,宜宾至毕节高速威信至镇雄段,G5615530120003100102023010316100099,015301190623390504517320230103160548
1,2,0xff,2023-01-03 11:50:46,2023-03-15 11:43:16,578,0,1617,0.0,2.0,0.0,1,9.0,1.0,01,2.0,000000,,,,G561553012000420010,S0010530020,彝良至昭通高速,G5615530120005100102023010316100023,015401193823010013901020230316071832
1,2,0xff,2023-02-09 17:48:28,2023-03-09 06:02:14,1396,0,1529,11189.0,2.0,1520.0,1,9.0,1.0,01,2.0,000000,,,,S001453001000910010,S0010530020,都香高速,S0010530020004100102023030913300037,020000530101610066766320230103102438
11,2,0xff,2023-01-03 12:31:47,2023-01-03 16:17:42,1803,26,0,11189.0,2.0,0.0,1,9.0,1.0,01,2.0,000000,,,,S001053002000320010,G5615530120,彝良至镇雄高速公路,S0010530020002200102023030911100017,015301190823370400987820230316164753
13,1,0xff,2023-01-03 10:15:15,2023-03-16 21:06:08,1802,0,0,6403.0,2.0,0.0,1,9.0,1.0,03,,000000,,,,G561553012000410010,S0010530020,宜宾至毕节高速威信至镇雄段,S0014530010004200102023031611100005,020000330101720000076220230103114725
1,1,0xff,2023-02-01 17:30:07,2023-03-16 14:32:01,1003,0,605,9589.0,2.0,0.0,1,9.0,1.0,01,,000000,,,,S001053002000420010,G5615530120,昭阳西环高速公路,S0010530020004200102023030915200051,020000530101610089834420230220172445
1,2,0xff,2023-03-16 07:16:01,2023-03-09 21:07:24,594,0,5270,14926.0,2.0,0.0,1,9.0,1.0,01,2.0,000000,,,,S007153002000320010,S0010530020,宜宾至毕节高速威信至镇雄段,G5615530120003200102023010312300080,015201164023020866307820230316064157
0,2,0xff,2023-03-16 20:13:21,2023-01-03 12:48:11,1363,0,1051,8323.0,5.0,18000.0,1,9.0,1.0,01,1.0,000000,,,,S007153002000410010,G5615530120,昭阳西环高速公路,S0071530020004100102023020905300002,020000450101610032170820230315103437
1,2,0xff,2023-01-03 13:15:37,2023-03-08 14:15:47,39,0,1727,13506.0,2.0,0.0,1,9.0,1.0,03,,000000,,,,G561553012000410010,S0010530020,麻文高速,S0010530020004100102023030909300002,020000360101610022477120230315035653
1,2,0xff,2023-03-09 08:16:16,2023-03-15 16:34:59,1032,0,10029,16444.0,2.0,0.0,1,9.0,1.0,01,,000000,,,,S001053002000320010,G5615530120,都香高速,S0010530020004200102023030819400044,012301220523261604271020230315210822
12,1,0xff,2023-02-01 14:27:01,2023-01-03 07:27:59,5101,172,513,10276.0,255.0,0.0,1,9.0,1.0,01,,000000,,,,S001453001000520010,S0071530020,彝良至镇雄高速公路,G5615530120004100102023010313100140,020000510101650037118920230316111226
1,2,0xff,2023-03-16 12:23:47,2023-03-16 13:54:51,1129,0,1281,19916.0,255.0,0.0,1,9.0,1.0,03,2.0,000000,,,,S001453001000320010,G5615530120,宜宾至毕节高速威信至镇雄段,S0014530010009200102023031509100164,015301190923900303447720230221120541
1,2,0xff,2023-03-15 14:19:57,2023-03-16 11:18:50,988,0,853,9616.0,2.0,0.0,1,9.0,1.0,03,2.0,000000,,,,S001053001000410010,S0010530020,麻文高速,S0014530010005100102023031613200095,015301190823900427102420230103170619
13,2,0xff,2023-02-01 12:02:28,2023-03-08 18:21:24,1052,0,1051,11000.0,2.0,0.0,1,9.0,1.0,03,2.0,000000,,,,S001453001000820010,S0014530010,都香高速,G7611530010005200102023020118300048,015401220023590100230420230316104558
13,2,0xff,2023-03-08 09:53:51,2023-02-01 20:29:27,61,0,866,13506.0,2.0,26000.0,1,9.0,1.0,03,,000000,,,,S001453001000210010,S0014530010,宜宾至毕节高速威信至镇雄段,G5615530120004100102023010312100094,013701190123021515122020230308122732
1,2,0xff,2023-02-21 10:37:15,2023-02-08 01:27:10,356,0,859,19916.0,255.0,3550.0,1,9.0,1.0,,2.0,000000,,,,S001453001000310010,S0010530020,彝良至镇雄高速公路,G5615530120004100102023010317100067,020000500101660046760420230309122919
1,1,0xff,2023-03-09 20:10:37,2023-03-15 20:49:38,1851,0,0,6805.0,2.0,0.0,1,9.0,1.0,01,,000000,,,,S001053001000410010,S0010530010,宜宾至毕节高速威信至镇雄段,S0010530020004200102023030910200031,011101190123000017346720230316133402
1,2,0xff,2023-01-03 16:20:28,2023-03-15 08:54:11,1811,0,708,8367.0,2.0,0.0,1,9.0,1.0,03,,000000,,,,S001053002000420010,S0014530010,宜宾至毕节高速威信至镇雄段,S0014530010008200102023031513200004,013301190623010155571520230315120941
1,2,0xff,2023-03-09 15:45:04,2023-03-16 19:39:46,600,0,1536,11000.0,2.0,0.0,1,9.0,1.0,01,,000000,,,,S001453001000420010,S0014530010,彝良至昭通高速,S0014530010008100102023031521400047,020000530101610081457320230103193630
1,1,0xff,2023-03-09 23:30:54,2023-03-16 09:49:36,1806,0,2652,11000.0,255.0,0.0,1,9.0,1.0,03,2.0,000000,,,,G561553012000320010,S0014530010,宜宾至毕节高速威信至镇雄段,S0010530020004200102023030901200005,012301206223261650777120230308194113
1,2,0xff,2023-01-03 12:25:30,2023-03-16 18:03:26,1085,0,2003,14670.0,2.0,18000.0,1,9.0,1.0,03,,000000,,,,S001053001000620010,G5615530120,麻文高速,S0010530020004100102023030817300044,020000520101620097923420230201134509
11,2,0xff,2023-02-01 17:07:58,2023-03-08 17:02:48,1037,0,1617,11189.0,2.0,0.0,1,9.0,1.0,01,,000000,,,,G761153001000520010,G5615530120,都香高速,S0014530010007200102023031509200066,020000530101620025351520230103101238
1,2,0xff,2023-03-09 21:14:45,2023-02-01 10:18:25,985,0,323,9589.0,6.0,0.0,1,9.0,1.0,01,2.0,000000,,,,S001053002000420010,S0010530010,麻文高速,S0010530020002100102023030910300006,020000340101620094118420230308204940
1,1,0xff,2023-03-15 12:29:30,2023-03-16 19:39:46,413,0,1727,8801.0,2.0,0.0,1,9.0,1.0,01,2.0,000000,,,,S001053001000420010,S0014530010,彝良至镇雄高速公路,S0071530020002200102023020916100012,012301197823090260154320230316103854
1,1,0xff,2023-01-03 12:56:26,2023-01-03 07:55:20,1024,78,1386,11000.0,2.0,0.0,1,9.0,1.0,01,2.0,000000,,,,G561553012000220010,S0014530010,都香高速,G5615530120003100102023010308300063,020000630101620003585420230103110455
1,2,0xff,2023-02-09 09:47:53,2023-01-03 21:35:12,1434,0,1536,10940.0,2.0,0.0,1,9.0,1.0,03,2.0,000000,,,,S001053002000310010,G5615530120,宜宾至毕节高速威信至镇雄段,S0010530020004100102023030812300014,013701190123021500626320230103082338
1,1,0xff,2023-03-09 09:52:27,2023-02-20 18:01:45,3124,0,381,19916.0,255.0,0.0,1,9.0,1.0,03,2.0,000000,,,,S001453001000810010,G5615530120,宜宾至毕节高速威信至镇雄段,G5615530120003200102023010300100020,020000110101840101480520230316180609
1,2,0xff,2023-03-15 16:44:12,2023-03-09 15:43:06,992,167,2662,6805.0,255.0,0.0,1,9.0,1.0,01,,000000,,,,G561553012000210010,S0014530010,昭阳西环高速公路,G5615530120004200102023010309100024,020000510101680018119820230316153505
11,2,0xff,2023-02-01 11:48:23,2023-02-01 14:10:33,1097,0,216,9240.0,4.0,0.0,1,9.0,1.0,01,,000000,,,,S007153002000310010,S0010530020,宜宾至毕节高速威信至镇雄段,S0010530020003200102023030815100070,020000440101620030634220230308182124
1,2,0xff,2023-03-16 14:25:05,2023-01-03 10:07:31,1437,0,5270,0.0,2.0,0.0,1,9.0,1.0,03,,000000,,,,S001053002000420010,G5615530120,宜宾至毕节高速威信至镇雄段,S0014530010008200102023031507200046,015401224523602759742420230315082501
1,2,0xff,2023-03-08 08:42:40,2023-02-01 10:18:25,1074,0,1386,19916.0,255.0,0.0,1,9.0,1.0,,,000000,,,,G561553012000220010,S0014530010,宜宾至毕节高速威信至镇雄段,S0014530010004200102023031612300015,020000440101620134479620230315011807
1,1,0xff,2023-03-15 06:04:13,2023-01-03 07:17:49,1834,0,866,11189.0,2.0,18000.0,1,9.0,1.0,01,,000000,,,,S001053002000220010,S0010530020,宜宾至毕节高速威信至镇雄段,S0010530020004200102023030910200012,020000440101620082387720230103114311
13,2,0xff,2023-03-15 10:20:30,2023-01-03 12:01:59,4512,0,320,11000.0,2.0,0.0,1,9.0,1.0,03,,000000,,,,S001053001000620010,S0014530010,彝良至镇雄高速公路,S0010530010004200102023022007400010,015105195923431052683220230309051358
1,2,0xff,2023-03-15 21:06:14,2023-02-01 10:27:15,1070,77,1252,7765.0,2.0,0.0,1,9.0,1.0,01,,000000,,,,S001053001000420010,S0010530020,宜宾至毕节高速威信至镇雄段,S0014530010002200102023031617300010,015105196023434000162720230316113820
1,1,0xff,2023-01-03 20:21:45,2023-02-09 22:50:09,80,0,126,0.0,255.0,0.0,1,9.0,1.0,01,2.0,000000,,,,S001053002000310010,G5615530120,麻文高速,G5615530120004200102023010313300166,015401193723020006435120230316114809
11,1,0xff,2023-01-03 12:58:17,2023-03-16 09:36:25,95,76,3021,9589.0,2.0,0.0,1,9.0,1.0,03,,000000,,,,S001453001000420010,G7611530010,麻文高速,G5615530120004100102023010314300114,020000340101620076066920230308111537
1,1,0xff,2023-03-16 08:49:29,2023-03-09 20:15:06,1787,0,0,7765.0,2.0,0.0,1,9.0,1.0,03,2.0,000000,,,,S001053002000410010,S0071530020,宜宾至毕节高速威信至镇雄段,S0014530010002200102023031617300010,020000530101610081457320230103193630
1,2,0xff,2023-02-01 14:45:28,2023-03-09 09:30:47,1076,20,304,19916.0,255.0,0.0,1,9.0,1.0,01,,000000,,,,S001453001000810010,G5615530120,宜宾至毕节高速威信至镇雄段,S0010530020003200102023030915300014,020000330101630104522720230103195738
1,2,0xff,2023-01-03 09:56:47,2023-03-09 09:51:54,1044,0,1292,14670.0,2.0,0.0,1,9.0,1.0,01,,000000,,,,S001453001000520010,S0014530010,宜宾至毕节高速威信至镇雄段,S0014530010004100102023031516200032,015301191023900309063220230103125251
1,2,0xff,2023-01-03 16:51:06,2023-03-16 09:49:36,1412,41,447,17165.0,2.0,18000.0,1,9.0,1.0,03,2.0,000000,,,,S001453003000310010,S0010530010,彝良至昭通高速,G5615530120004100102023010316100056,015301190823390403554820230201211001
1,2,0xff,2023-01-03 14:44:41,2023-03-15 13:13:04,1155,0,908,0.0,2.0,0.0,1,9.0,1.0,01,,000000,,,,G561553012000220010,G5615530120,宜宾至毕节高速威信至镇雄段,G5615530120003100102023010309300021,020000410101610036047620230315145522
1,2,0xff,2023-03-15 12:40:31,2023-01-03 08:19:36,1053,0,0,0.0,255.0,15050.0,1,9.0,1.0,01,2.0,000000,,,,G561553012000320010,S0014530010,宜宾至毕节高速威信至镇雄段,S0010530020004100102023030919100017,020000210101970092538020230309182740
1,1,0xff,2023-03-09 14:51:45,2023-03-16 17:09:14,1001,0,1106,11189.0,2.0,0.0,1,9.0,1.0,03,,000000,,,,S001053002000310010,S0010530020,彝良至昭通高速,G5615530120005200102023010321300002,013701200423024425100720230316173337
1,1,0xff,2023-01-03 07:08:18,2023-02-20 22:18:14,1025,30,1161,19916.0,2.0,18000.0,1,9.0,1.0,03,2.0,000000,,,,S007153002000320010,G5615530120,宜宾至毕节高速威信至镇雄段,S0010530010004100102023022120100036,020000610201610058614020230103184438
1,2,0xff,2023-03-16 17:44:38,2023-02-21 21:08:32,1019,38,1252,9616.0,255.0,0.0,1,9.0,1.0,01,,000000,,,,G761153001000520010,G5615530120,麻文高速,S0014530010008100102023031507200053,020000110101840059239720230308183901
1,2,0xff,2023-03-15 19:33:08,2023-01-03 12:52:21,1025,0,866,13506.0,2.0,18000.0,1,9.0,1.0,03,2.0,000000,,,,G561553012000420010,S0010530010,麻文高速,S0010530020004100102023030918300079,014501203223071820619520230208162356
1,2,0xff,2023-03-16 13:51:24,2023-02-01 22:56:50,1023,0,1536,19916.0,2.0,18000.0,1,9.0,1.0,03,2.0,000000,,,,G561553012000410010,S0071530020,麻文高速,S0014530010004200102023031612300036,013701190123021590363920230103133932
1,1,0xff,2023-03-09 07:53:26,2023-03-16 19:40:40,1035,0,0,11189.0,2.0,0.0,1,9.0,1.0,01,2.0,000000,,,,G561553012000220010,S0010530020,昭阳西环高速公路,S0014530010004200102023031508300003,015301190923900339954220230221093034
0,1,0xff,2023-01-03 12:02:52,2023-01-03 13:39:42,1092,0,1106,13506.0,255.0,0.0,1,9.0,1.0,01,,000000,,,,G561553012000220010,G5615530120,宜宾至毕节高速威信至镇雄段,G5615530120004100102023010315100142,020000340101610026679720230316121324
0,2,0xff,2023-03-15 11:48:01,2023-03-15 19:29:50,960,32,899,19916.0,255.0,18000.0,1,9.0,1.0,01,,000000,,,,S001053001000710010,S0014530010,彝良至昭通高速,S0010530020004100102023030909300088,020000520101620045408320230316142106
0,2,0xff,2023-03-15 14:10:17,2023-01-03 13:10:29,957,0,709,0.0,2.0,13920.0,1,9.0,1.0,01,,000000,,,,G761153001000510010,S0010530020,彝良至昭通高速,G5615530120004200102023010309300049,020000310101870065245220230220145410
1,1,0xff,2023-01-03 14:06:59,2023-02-21 15:18:09,410,0,605,7765.0,2.0,18000.0,1,9.0,1.0,01,2.0,000000,,,,S001053002000420010,S0010530020,彝良至镇雄高速公路,S0010530020003100102023030818200009,020000360101610037174720230209131210
1,1,0xff,2023-01-03 19:13:01,2023-02-01 10:18:37,1133,0,0,13506.0,255.0,0.0,1,9.0,1.0,01,2.0,000000,,,,G561553012000220010,G5615530120,彝良至镇雄高速公路,S0010530020003100102023030811200008,015401193823010013901020230315113151
