vehicle_type,media_type,vehicle_sign,transaction_time,entrance_time,pay_fee,discount_fee,fee,fee_mileage,axle_count,total_weight,gantry_type,transaction_type,pass_state,entrance_lane_type,cpu_card_type,fee_prov_begin_hex,obu_fee_sum_before,obu_fee_sum_after,pay_fee_prov_sum_local,gantry_id,section_id,section_name,gantry_transaction_id,pass_id
0,2,0xff,2023-07-08 05:17:52,2023-07-08 02:57:52,410,0,410,516.8,3.0,0.0,2,9.0,1.0,01,1.0,000000,,,,S007153002000520010,S0071530020,昭阳西环高速公路,GT20230708051752318892,P202307080517521487
21,1,0xff,2023-08-30 01:24:12,2023-08-29 23:04:12,253,0,253,322.0,5.0,0.0,1,9.0,1.0,01,2.0,000000,,,,S001453003000220010,S0014530030,大关至永善高速,GT20230830012412907240,P202308300124126276
23,1,0x04,2023-08-11 18:52:14,2023-08-11 18:20:14,79,0,79,104.1,4.0,0.0,3,9.0,1.0,03,1.0,000000,,,,S001453001000510010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230811185214185987,P202308111852145595
24,1,0xff,2023-03-17 03:37:20,2023-03-17 02:04:20,8210,0,8210,10550.6,6.0,0.0,3,9.0,1.0,03,,000000,,,,S001053001000510010,S0010530010,彝良至昭通高速,GT20230317033720619588,P202303170337209960
22,2,0xff,2023-09-08 08:08:51,2023-09-08 05:44:51,7144,0,7144,9153.0,4.0,0.0,1,9.0,1.0,03,2.0,000000,,,,S001053002000310010,S0010530020,彝良至镇雄高速公路,GT20230908080851607191,P202309080808512345
16,1,0xff,2023-03-18 05:42:48,2023-03-18 04:49:48,247,133,247,311.6,2.0,31000.0,3,9.0,1.0,01,1.0,000000,,,,G761153001000110010,G7611530010,都香高速,GT20230318054248155051,P202303180542486286
2,2,0xff,2023-05-15 22:46:55,2023-05-15 22:33:55,245,124,245,318.6,2.0,0.0,3,9.0,1.0,03,2.0,000000,,,,S001053002000420010,S0010530020,彝良至镇雄高速公路,GT20230515224655828816,P202305152246551379
21,1,0xff,2023-08-01 06:54:53,2023-08-01 06:11:53,339,25,339,443.8,4.0,0.0,2,9.0,1.0,03,,000000,,,,G561553012000210010,G5615530120,麻文高速,GT20230801065453493510,P202308010654536829
22,2,0x04,2023-11-30 01:32:07,2023-11-30 00:30:07,185,0,185,221.0,2.0,0.0,3,9.0,1.0,03,1.0,000000,,,,G761153001000210010,G7611530010,都香高速,GT20231130013207818238,P202311300132075120
21,2,0x04,2023-08-25 20:48:57,2023-08-25 19:27:57,80,0,80,108.6,5.0,0.0,2,9.0,1.0,01,1.0,000000,,,,S001053001000810020,S0010530010,彝良至昭通高速,GT20230825204857812018,P202308252048577192
12,1,0xff,2023-08-11 21:52:30,2023-08-11 19:56:30,499,0,499,635.4,3.0,0.0,3,9.0,1.0,03,,000000,,,,S001453001001010010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230811215230213922,P202308112152305298
12,2,0x04,2023-11-23 08:17:48,2023-11-23 07:35:48,36,31,36,42.9,2.0,0.0,3,9.0,1.0,03,,000000,,,,S001053001000820010,S0010530010,彝良至昭通高速,GT20231123081748774526,P202311230817488967
13,2,0xff,2023-04-25 00:22:42,2023-04-24 23:10:42,191,24,191,262.2,2.0,0.0,2,9.0,1.0,03,,000000,,,,G561553012000320010,G5615530120,麻文高速,GT20230425002242573859,P202304250022425506
24,1,0xff,2023-11-10 19:02:00,2023-11-10 16:08:00,446,0,446,548.4,2.0,0.0,3,9.0,1.0,03,2.0,000000,,,,G761153001000210010,G7611530010,都香高速,GT20231110190200402271,P202311101902008003
11,2,0x04,2023-07-18 14:14:50,2023-07-18 13:30:50,311,0,311,400.4,2.0,0.0,3,9.0,1.0,03,2.0,000000,,,,S001453001000220010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230718141450491939,P202307181414506293
1,1,0x04,2023-05-16 04:17:05,2023-05-16 03:27:05,272,0,272,342.5,5.0,0.0,2,9.0,1.0,01,1.0,000000,,,,G561553012000310010,G5615530120,麻文高速,GT20230516041705552170,P202305160417057248
22,1,0xff,2023-08-03 04:49:51,2023-08-03 03:48:51,116,79,116,149.5,4.0,0.0,3,9.0,1.0,03,,000000,,,,S001053001000710010,S0010530010,彝良至昭通高速,GT20230803044951250761,P202308030449519978
2,1,0x04,2023-03-05 13:40:34,2023-03-05 12:59:34,470,168,470,630.7,3.0,0.0,2,9.0,1.0,03,,000000,,,,G761153001000420010,G7611530010,都香高速,GT20230305134034232268,P202303051340348441
0,2,0x04,2023-05-22 04:09:36,2023-05-22 01:15:36,462,0,462,550.4,4.0,0.0,3,9.0,1.0,01,1.0,000000,,,,S001453001000520010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230522040936181453,P202305220409363555
22,2,0xff,2023-06-16 07:47:23,2023-06-16 05:43:23,476,0,476,636.6,6.0,0.0,3,9.0,1.0,01,2.0,000000,,,,S007153002000120010,S0071530020,昭阳西环高速公路,GT20230616074723657005,P202306160747236605
4,2,0xff,2023-08-20 11:53:55,2023-08-20 10:03:55,163,0,163,207.6,5.0,0.0,1,9.0,1.0,01,2.0,000000,,,,G761153001000220010,G7611530010,都香高速,GT20230820115355979551,P202308201153553096
12,2,0x04,2023-12-13 12:34:24,2023-12-13 10:05:24,158,0,158,199.4,4.0,0.0,2,9.0,1.0,03,,000000,,,,G561553012000210010,G5615530120,麻文高速,GT20231213123424676755,P202312131234248153
23,1,0xff,2023-06-23 15:13:48,2023-06-23 15:03:48,140,52,140,167.6,6.0,0.0,3,9.0,1.0,01,2.0,000000,,,,S001453001000920010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230623151348232042,P202306231513485990
21,2,0xff,2023-04-08 15:05:48,2023-04-08 13:11:48,345,0,345,464.3,3.0,0.0,1,9.0,1.0,01,1.0,000000,,,,G561553012000220010,G5615530120,麻文高速,GT20230408150548779923,P202304081505486937
24,1,0x04,2023-08-02 02:00:11,2023-08-02 01:03:11,226,40,226,285.0,5.0,0.0,3,9.0,1.0,03,1.0,000000,,,,G761153001000610010,G7611530010,都香高速,GT20230802020011588087,P202308020200115389
16,1,0x04,2023-01-19 00:15:16,2023-01-18 21:16:16,2620,2564,2620,3510.4,6.0,0.0,2,9.0,1.0,01,,000000,,,,S001453001000510010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230119001516236801,P202301190015161483
23,1,0xff,2023-02-22 10:13:09,2023-02-22 09:05:09,4769,0,4769,6224.1,6.0,49000.0,1,9.0,1.0,01,2.0,000000,,,,G561553012000710010,G5615530120,麻文高速,GT20230222101309419479,P202302221013092504
4,1,0x04,2023-06-29 21:08:34,2023-06-29 20:57:34,355,161,355,422.9,5.0,0.0,1,9.0,1.0,03,,000000,,,,S001453001000210010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230629210834606374,P202306292108346574
2,1,0x04,2023-02-04 14:07:30,2023-02-04 12:08:30,335,0,335,394.6,5.0,0.0,1,9.0,1.0,03,2.0,000000,,,,G561553012000210010,G5615530120,麻文高速,GT20230204140730180261,P202302041407308996
14,1,0x04,2023-03-18 17:26:47,2023-03-18 16:29:47,6050,1649,6050,6928.5,5.0,18000.0,3,9.0,1.0,01,1.0,000000,,,,S001453003000210010,S0014530030,大关至永善高速,GT20230318172647602359,P202303181726471939
12,2,0xff,2023-06-08 12:31:55,2023-06-08 09:46:55,367,0,367,477.2,4.0,0.0,1,9.0,1.0,03,1.0,000000,,,,S007153002000520010,S0071530020,昭阳西环高速公路,GT20230608123155603689,P202306081231558637
1,1,0x04,2023-08-03 12:36:13,2023-08-03 10:01:13,84,0,84,106.3,5.0,0.0,3,9.0,1.0,01,2.0,000000,,,,S001053002000110010,S0010530020,彝良至镇雄高速公路,GT20230803123613386657,P202308031236134007
14,2,0x04,2023-06-04 10:47:43,2023-06-04 10:19:43,380,283,380,495.0,2.0,0.0,3,9.0,1.0,03,1.0,000000,,,,G761153001000720010,G7611530010,都香高速,GT20230604104743167166,P202306041047431581
4,2,0x04,2023-08-23 16:04:12,2023-08-23 15:46:12,152,0,152,182.6,5.0,0.0,3,9.0,1.0,01,1.0,000000,,,,S001453002000120010,S0014530020,青龙咀至水田新区高速,GT20230823160412808834,P202308231604123664
23,1,0xff,2023-08-17 06:53:07,2023-08-17 05:26:07,243,0,243,328.0,6.0,0.0,1,9.0,1.0,03,,000000,,,,S001453001000820010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230817065307372747,P202308170653078704
11,2,0xff,2023-03-19 21:45:16,2023-03-19 21:30:16,267,0,267,303.8,2.0,0.0,1,9.0,1.0,01,,000000,,,,S007153002000410010,S0071530020,昭阳西环高速公路,GT20230319214516768638,P202303192145164586
16,2,0x04,2023-03-03 05:41:11,2023-03-03 03:37:11,392,215,392,495.4,2.0,0.0,2,9.0,1.0,01,2.0,000000,,,,S001053001000320010,S0010530010,彝良至昭通高速,GT20230303054111683830,P202303030541115647
24,2,0xff,2023-09-07 23:27:59,2023-09-07 21:59:59,373,226,373,512.7,2.0,0.0,2,9.0,1.0,01,,000000,,,,G761153001000620010,G7611530010,都香高速,GT20230907232759125847,P202309072327594758
11,2,0x04,2023-12-06 09:03:06,2023-12-06 07:45:06,474,0,474,599.3,3.0,46000.0,1,9.0,1.0,03,2.0,000000,,,,S001053001000820010,S0010530010,彝良至昭通高速,GT20231206090306529795,P202312060903066420
24,1,0x04,2023-08-15 12:14:00,2023-08-15 09:45:00,1024,670,1024,1167.8,2.0,49000.0,1,9.0,1.0,01,2.0,000000,,,,S001453001000810010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230815121400368761,P202308151214008108
3,2,0x04,2023-10-25 20:09:20,2023-10-25 19:46:20,13361,588,13361,17854.8,4.0,0.0,3,9.0,1.0,03,1.0,000000,,,,S001453001000520010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20231025200920636775,P202310252009201819
4,2,0x04,2023-03-03 02:52:39,2023-03-03 02:01:39,51,0,51,59.6,4.0,0.0,3,9.0,1.0,03,2.0,000000,,,,G761153001000510010,G7611530010,都香高速,GT20230303025239220830,P202303030252398314
12,2,0x04,2023-06-26 20:00:38,2023-06-26 19:15:38,388,0,388,454.3,4.0,0.0,1,9.0,1.0,03,1.0,000000,,,,G761153001000220010,G7611530010,都香高速,GT20230626200038483029,P202306262000387282
22,2,0x04,2023-10-05 02:16:43,2023-10-05 01:18:43,465,16,465,592.2,4.0,0.0,1,9.0,1.0,01,,000000,,,,S001053002000220010,S0010530020,彝良至镇雄高速公路,GT20231005021643572238,P202310050216435642
4,2,0xff,2023-09-30 04:40:12,2023-09-30 02:17:12,98,27,98,122.4,3.0,25000.0,2,9.0,1.0,01,,000000,,,,S001053001000410010,S0010530010,彝良至昭通高速,GT20230930044012769080,P202309300440129005
4,2,0xff,2023-04-28 01:18:36,2023-04-28 00:24:36,476,304,476,581.0,3.0,25000.0,3,9.0,1.0,01,1.0,000000,,,,S001453002000110010,S0014530020,青龙咀至水田新区高速,GT20230428011836233074,P202304280118368981
4,2,0x04,2023-04-25 06:36:26,2023-04-25 06:08:26,478,0,478,554.4,6.0,0.0,3,9.0,1.0,01,,000000,,,,S001453003000220010,S0014530030,大关至永善高速,GT20230425063626898884,P202304250636262032
22,2,0xff,2023-04-07 19:33:13,2023-04-07 17:30:13,432,45,432,496.5,2.0,0.0,3,9.0,1.0,01,,000000,,,,S001053002000310010,S0010530020,彝良至镇雄高速公路,GT20230407193313256410,P202304071933132319
24,2,0x04,2023-01-06 00:51:05,2023-01-05 22:00:05,243,0,243,303.2,5.0,25000.0,2,9.0,1.0,01,1.0,000000,,,,S001453001000620010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230106005105198021,P202301060051056650
11,1,0x04,2023-07-01 07:41:36,2023-07-01 07:17:36,13,12,13,16.6,4.0,0.0,2,9.0,1.0,03,,000000,,,,S001053002000320010,S0010530020,彝良至镇雄高速公路,GT20230701074136741586,P202307010741365171
3,1,0x04,2023-12-07 20:52:37,2023-12-07 19:22:37,82,0,82,95.1,2.0,0.0,1,9.0,1.0,01,1.0,000000,,,,G761153001000310010,G7611530010,都香高速,GT20231207205237236595,P202312072052371584
2,1,0xff,2023-12-20 22:02:50,2023-12-20 19:24:50,226,0,226,259.1,6.0,0.0,3,9.0,1.0,03,2.0,000000,,,,S001053001000810020,S0010530010,彝良至昭通高速,GT20231220220250910334,P202312202202506496
3,1,0xff,2023-03-25 08:59:20,2023-03-25 06:48:20,154,97,154,181.7,6.0,0.0,2,9.0,1.0,03,2.0,000000,,,,S001053001000220010,S0010530010,彝良至昭通高速,GT20230325085920326373,P202303250859202888
13,1,0xff,2023-06-02 16:10:04,2023-06-02 14:51:04,329,266,329,381.3,4.0,0.0,1,9.0,1.0,01,1.0,000000,,,,S001453001000210010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230602161004199065,P202306021610044831
24,1,0x04,2023-04-26 23:27:42,2023-04-26 22:39:42,20109,4297,20109,23341.8,2.0,0.0,1,9.0,1.0,01,1.0,000000,,,,G561553012000220010,G5615530120,麻文高速,GT20230426232742876181,P202304262327428982
14,1,0xff,2023-01-21 22:26:25,2023-01-21 21:20:25,271,0,271,336.4,6.0,2200.0,3,9.0,1.0,03,1.0,000000,,,,G761153001000510010,G7611530010,都香高速,GT20230121222625343351,P202301212226258438
13,1,0x04,2023-07-31 08:06:02,2023-07-31 06:36:02,293,0,293,402.1,2.0,49000.0,1,9.0,1.0,03,1.0,000000,,,,S001453001000310010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230731080602658946,P202307310806029999
11,2,0xff,2023-01-25 12:44:36,2023-01-25 11:58:36,267,0,267,301.6,6.0,0.0,1,9.0,1.0,03,,000000,,,,S001453001000820010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230125124436536888,P202301251244367976
16,1,0xff,2023-05-08 17:49:07,2023-05-08 15:54:07,268,0,268,303.7,3.0,0.0,3,9.0,1.0,03,,000000,,,,S001453001000520010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230508174907853682,P202305081749078583
0,1,0x04,2023-07-08 07:42:17,2023-07-08 05:35:17,344,0,344,461.1,4.0,0.0,1,9.0,1.0,01,1.0,000000,,,,S001053001000810010,S0010530010,彝良至昭通高速,GT20230708074217871909,P202307080742173455
12,1,0xff,2023-11-13 09:40:20,2023-11-13 08:38:20,39,0,39,46.2,3.0,0.0,2,9.0,1.0,01,1.0,000000,,,,S001053002000420010,S0010530020,彝良至镇雄高速公路,GT20231113094020939993,P202311130940207590
22,1,0x04,2023-09-11 22:01:42,2023-09-11 19:31:42,84,0,84,101.0,3.0,0.0,2,9.0,1.0,03,1.0,000000,,,,S001453001001020010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230911220142800318,P202309112201427131
23,2,0xff,2023-09-10 04:49:54,2023-09-10 02:14:54,108,104,108,139.1,3.0,0.0,3,9.0,1.0,03,1.0,000000,,,,S001453001000810010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230910044954911330,P202309100449546504
11,2,0x04,2023-02-06 05:58:45,2023-02-06 05:08:45,146,0,146,178.7,6.0,0.0,1,9.0,1.0,01,1.0,000000,,,,G561553012000420010,G5615530120,麻文高速,GT20230206055845259559,P202302060558456843
4,2,0x04,2023-11-30 23:10:43,2023-11-30 21:07:43,319,0,319,427.6,6.0,0.0,3,9.0,1.0,01,,000000,,,,S001053002000520010,S0010530020,彝良至镇雄高速公路,GT20231130231043100662,P202311302310437574
14,2,0x04,2023-02-23 03:55:21,2023-02-23 02:26:21,247,54,247,323.1,5.0,0.0,3,9.0,1.0,01,1.0,000000,,,,S001453001000920010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230223035521978931,P202302230355214038
12,1,0xff,2023-10-17 04:35:48,2023-10-17 02:43:48,305,0,305,360.4,4.0,0.0,1,9.0,1.0,01,1.0,000000,,,,G761153001000820010,G7611530010,都香高速,GT20231017043548719652,P202310170435487117
1,2,0xff,2023-07-27 05:06:03,2023-07-27 02:48:03,10371,0,10371,13743.3,2.0,0.0,3,9.0,1.0,03,,000000,,,,S001453003000320010,S0014530030,大关至永善高速,GT20230727050603498103,P202307270506032086
12,2,0x04,2023-11-24 03:01:01,2023-11-24 02:48:01,264,0,264,305.2,4.0,2400.0,2,9.0,1.0,03,1.0,000000,,,,S001053002000210010,S0010530020,彝良至镇雄高速公路,GT20231124030101311403,P202311240301013255
22,1,0xff,2023-01-06 23:37:55,2023-01-06 23:22:55,85,25,85,113.2,2.0,1800.0,2,9.0,1.0,01,2.0,000000,,,,G761153001000220010,G7611530010,都香高速,GT20230106233755717477,P202301062337558264
23,2,0x04,2023-02-07 12:49:57,2023-02-07 10:53:57,125,0,125,148.2,3.0,0.0,3,9.0,1.0,01,1.0,000000,,,,G561553012000610010,G5615530120,麻文高速,GT20230207124957571247,P202302071249577930
16,1,0x04,2023-05-16 22:44:56,2023-05-16 21:56:56,50,0,50,59.6,3.0,0.0,2,9.0,1.0,01,2.0,000000,,,,S001453002000110010,S0014530020,青龙咀至水田新区高速,GT20230516224456297131,P202305162244569136
13,2,0xff,2023-03-18 19:39:58,2023-03-18 18:12:58,32,0,32,37.0,3.0,0.0,3,9.0,1.0,01,,000000,,,,S001053002000310010,S0010530020,彝良至镇雄高速公路,GT20230318193958973589,P202303181939585314
2,2,0x04,2023-01-13 15:30:12,2023-01-13 14:59:12,374,0,374,433.8,2.0,0.0,2,9.0,1.0,01,2.0,000000,,,,S001453001000510010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230113153012190011,P202301131530129043
4,2,0x04,2023-04-21 22:08:05,2023-04-21 20:13:05,192,0,192,224.5,4.0,1600.0,2,9.0,1.0,01,1.0,000000,,,,S007153002000210010,S0071530020,昭阳西环高速公路,GT20230421220805148211,P202304212208058890
12,2,0xff,2023-02-16 07:48:14,2023-02-16 05:42:14,359,0,359,450.6,5.0,1800.0,2,9.0,1.0,03,2.0,000000,,,,G761153001001720010,G7611530010,都香高速,GT20230216074814433316,P202302160748144581
16,2,0x04,2023-01-13 22:25:16,2023-01-13 20:01:16,291,0,291,380.2,4.0,0.0,3,9.0,1.0,01,1.0,000000,,,,S001053001000720010,S0010530010,彝良至昭通高速,GT20230113222516386269,P202301132225161346
11,2,0x04,2023-03-19 02:04:08,2023-03-19 00:48:08,203,0,203,273.6,6.0,25000.0,1,9.0,1.0,03,2.0,000000,,,,G761153001000410010,G7611530010,都香高速,GT20230319020408624668,P202303190204084773
22,2,0xff,2023-02-15 03:44:28,2023-02-15 01:05:28,436,0,436,543.3,5.0,0.0,2,9.0,1.0,01,1.0,000000,,,,S001453003000110010,S0014530030,大关至永善高速,GT20230215034428420795,P202302150344286419
3,1,0xff,2023-07-16 04:00:03,2023-07-16 01:10:03,72,48,72,88.0,6.0,0.0,2,9.0,1.0,03,,000000,,,,G761153001000510010,G7611530010,都香高速,GT20230716040003656021,P202307160400036300
0,2,0xff,2023-04-24 20:48:58,2023-04-24 18:33:58,220,0,220,281.0,5.0,0.0,3,9.0,1.0,03,1.0,000000,,,,G561553012000620010,G5615530120,麻文高速,GT20230424204858944671,P202304242048587755
22,2,0xff,2023-01-13 12:14:40,2023-01-13 10:36:40,305,9,305,348.7,4.0,0.0,1,9.0,1.0,03,2.0,000000,,,,G761153001000120010,G7611530010,都香高速,GT20230113121440588844,P202301131214408419
1,1,0x04,2023-09-03 23:00:00,2023-09-03 21:06:00,296,0,296,338.0,3.0,2400.0,1,9.0,2.0,03,1.0,000000,,,,S001053001000610010,S0010530010,彝良至昭通高速,GT20230903230000260874,P202309032300002066
0,2,0xff,2023-07-04 18:08:33,2023-07-04 17:21:33,253,150,253,294.0,6.0,25000.0,1,9.0,1.0,03,,000000,,,,S001453003000220010,S0014530030,大关至永善高速,GT20230704180833834328,P202307041808337719
23,2,0xff,2023-10-22 09:37:04,2023-10-22 07:52:04,375,110,375,514.5,3.0,0.0,2,9.0,1.0,03,,000000,,,,G761153001000410010,G7611530010,都香高速,GT20231022093704305702,P202310220937041079
11,2,0x04,2023-11-29 08:06:27,2023-11-29 05:37:27,443,0,443,557.3,3.0,0.0,3,9.0,1.0,01,1.0,000000,,,,S001453001000410010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20231129080627616400,P202311290806272920
22,1,0x04,2023-05-12 21:00:36,2023-05-12 19:28:36,223,16,223,283.5,2.0,0.0,1,9.0,1.0,01,,000000,,,,G561553012000520010,G5615530120,麻文高速,GT20230512210036418477,P202305122100365512
23,2,0xff,2023-11-06 11:09:08,2023-11-06 10:48:08,406,0,406,468.7,2.0,25000.0,2,9.0,1.0,03,,000000,,,,S001453001000420010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20231106110908868701,P202311061109081540
3,1,0x04,2023-01-30 18:07:38,2023-01-30 17:07:38,363,0,363,461.2,5.0,0.0,2,9.0,1.0,01,2.0,000000,,,,S001453001002010010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230130180738733480,P202301301807384236
21,1,0xff,2023-09-20 17:55:26,2023-09-20 16:05:26,272,228,272,364.3,2.0,49000.0,2,9.0,1.0,01,1.0,000000,,,,G561553012000420010,G5615530120,麻文高速,GT20230920175526223523,P202309201755266127
24,1,0x04,2023-11-22 02:44:10,2023-11-22 01:00:10,109,55,109,148.4,5.0,31000.0,1,9.0,1.0,03,2.0,000000,,,,S001453001000620010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20231122024410752551,P202311220244105235
24,1,0x04,2023-06-08 16:07:09,2023-06-08 13:54:09,302,0,302,410.7,2.0,0.0,3,9.0,1.0,01,1.0,000000,,,,S001453001000210010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230608160709379558,P202306081607097693
1,1,0x04,2023-11-08 21:16:14,2023-11-08 20:17:14,66,38,66,82.0,6.0,2300.0,1,9.0,1.0,01,,000000,,,,G761153001000310010,G7611530010,都香高速,GT20231108211614925273,P202311082116149371
1,1,0xff,2023-08-27 11:24:59,2023-08-27 09:25:59,245,0,245,278.5,4.0,0.0,1,9.0,1.0,01,,000000,,,,G561553012000320010,G5615530120,麻文高速,GT20230827112459628576,P202308271124597470
4,2,0x04,2023-01-24 05:04:03,2023-01-24 03:56:03,10097,0,10097,11848.0,2.0,0.0,1,9.0,1.0,01,,000000,,,,S001053002000210010,S0010530020,彝良至镇雄高速公路,GT20230124050403271471,P202301240504037758
11,1,0xff,2023-02-26 11:09:00,2023-02-26 08:38:00,333,0,333,440.7,3.0,0.0,3,9.0,1.0,01,2.0,000000,,,,S001453001000310010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230226110900448901,P202302261109008917
23,2,0x04,2023-02-15 03:48:29,2023-02-15 03:22:29,41,9,41,46.8,4.0,0.0,1,9.0,1.0,01,,000000,,,,S001453001002020010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230215034829593913,P202302150348295463
24,2,0x04,2023-10-10 22:17:54,2023-10-10 20:20:54,465,23,465,628.8,3.0,0.0,3,9.0,1.0,03,2.0,000000,,,,G561553012000620010,G5615530120,麻文高速,GT20231010221754975556,P202310102217545668
14,2,0xff,2023-07-31 20:06:00,2023-07-31 19:19:00,474,339,474,640.7,6.0,0.0,2,9.0,1.0,01,,000000,,,,S001053001000210010,S0010530010,彝良至昭通高速,GT20230731200600477254,P202307312006008698
12,1,0x04,2023-06-06 13:12:53,2023-06-06 12:05:53,416,0,416,547.2,5.0,0.0,2,9.0,1.0,01,2.0,000000,,,,S001053001000410010,S0010530010,彝良至昭通高速,GT20230606131253579681,P202306061312534342
1,1,0xff,2023-12-03 16:37:11,2023-12-03 14:16:11,219,76,219,266.0,5.0,0.0,1,9.0,1.0,03,,000000,,,,S001053001000210010,S0010530010,彝良至昭通高速,GT20231203163711154862,P202312031637112269
12,1,0xff,2023-12-01 21:34:36,2023-12-01 20:01:36,101,0,101,133.7,6.0,0.0,3,9.0,1.0,03,2.0,000000,,,,G561553012000220010,G5615530120,麻文高速,GT20231201213436191169,P202312012134361857
22,2,0x04,2023-06-28 02:47:38,2023-06-28 00:05:38,268,0,268,350.5,2.0,0.0,1,9.0,1.0,01,2.0,000000,,,,S001453002000110010,S0014530020,青龙咀至水田新区高速,GT20230628024738734047,P202306280247381321
4,2,0xff,2023-01-13 01:36:06,2023-01-13 00:41:06,452,0,452,568.9,5.0,0.0,3,9.0,1.0,03,1.0,000000,,,,S007153002000220010,S0071530020,昭阳西环高速公路,GT20230113013606567047,P202301130136065459
1,1,0xff,2023-05-03 01:50:05,2023-05-03 00:27:05,328,0,328,380.6,4.0,0.0,3,9.0,1.0,01,,000000,,,,S001453001002020010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230503015005982054,P202305030150055788
