vehicle_type,media_type,vehicle_sign,transaction_time,entrance_time,pay_fee,discount_fee,fee,fee_mileage,axle_count,total_weight,gantry_type,transaction_type,pass_state,entrance_lane_type,cpu_card_type,fee_prov_begin_hex,obu_fee_sum_before,obu_fee_sum_after,pay_fee_prov_sum_local,gantry_id,section_id,section_name,gantry_transaction_id,pass_id
13,1,0xff,2023-03-09 10:57:14,2023-03-09 10:38:35,9293,465,8828,19916.0,6,17020.0,1,9,1,1,2,000000,0.0,0.0,0.0,S001053002000420010,S0010530020,彝良至镇雄高速公路,S0010530020004200102023030910200125,015401210923000103907420230309103835
1,2,0xff,2023-02-01 10:19:28,2023-02-01 10:17:47,912,0,912,13506.0,255,0.0,1,9,1,1,0,000000,0.0,0.0,0.0,G761153001000510010,G7611530010,都香高速,G7611530010005100102023020110400023,020000330101610007289220230201101747
1,2,0xff,2023-03-15 07:57:47,2023-03-15 07:54:32,340,0,340,6805.0,255,0.0,1,9,1,1,0,000000,0.0,0.0,0.0,S001453001000820010,S0014530010,宜宾至毕节高速威信至镇雄段,S0014530010008200102023031507400069,020000520101620058581320230315075432
1,2,0xff,2023-03-16 10:28:30,2023-03-16 10:10:30,898,0,898,7765.0,255,0.0,1,9,1,1,0,000000,0.0,0.0,0.0,S001453001000310010,S0014530010,宜宾至毕节高速威信至镇雄段,S0014530010003100102023031610400005,020000320101610060816820230316101030
1,1,0xff,2023-02-20 19:34:33,2023-02-20 19:20:23,2792,140,2652,24696.0,2,0.0,1,9,1,3,2,000000,0.0,0.0,0.0,S001053001000420010,S0010530010,彝良至昭通高速,S0010530010004200102023022019200030,013301190823030057008220230220192023
1,1,0xff,2023-02-01 16:33:20,2023-02-01 16:24:43,912,46,866,13506.0,2,0.0,1,9,1,3,2,000000,0.0,0.0,0.0,G761153001000520010,G7611530010,都香高速,G7611530010005200102023020116100033,014501220923072012724220230201162443
1,1,0xff,2023-01-03 17:48:57,2023-01-03 17:33:02,1617,81,1536,14670.0,2,0.0,1,9,1,3,2,000000,0.0,0.0,0.0,G561553012000410010,G5615530120,麻文高速,G5615530120004100102023010317100130,015301190823900400389120230103173302
1,2,0xff,2023-03-16 13:16:43,2023-03-16 13:06:58,691,0,691,9589.0,255,0.0,1,9,1,1,0,000000,0.0,0.0,0.0,S001453001000910010,S0014530010,宜宾至毕节高速威信至镇雄段,S0014530010009100102023031613300042,020000430101920104371720230316130658
1,1,0xff,2023-03-08 04:22:09,2023-03-08 03:55:03,1818,91,1727,19916.0,2,0.0,1,9,1,3,2,000000,0.0,0.0,0.0,S001053002000420010,S0010530020,彝良至镇雄高速公路,S0010530020004200102023030804200002,014501220923072014830520230308035503
1,1,0xff,2023-01-03 08:10:28,2023-01-03 07:55:45,956,48,908,11000.0,2,0.0,1,9,1,3,2,000000,0.0,0.0,0.0,G561553012000310010,G5615530120,麻文高速,G5615530120003100102023010308100015,013701220423214878693620230103075545
1,1,0xff,2023-03-08 08:03:10,2023-03-08 07:57:09,1360,68,1292,10940.0,2,0.0,1,9,1,3,2,000000,0.0,0.0,0.0,S001053002000210010,S0010530020,彝良至镇雄高速公路,S0010530020002100102023030808100001,015301190923900321426020230308075709
1,1,0xff,2023-03-16 14:32:28,2023-03-16 14:20:58,1049,52,997,16444.0,2,0.0,1,9,1,3,1,000000,0.0,0.0,0.0,S001453001000710010,S0014530010,宜宾至毕节高速威信至镇雄段,S0014530010007100102023031614200072,015301170622100105457320230316142058
1,1,0xff,2023-01-03 12:10:24,2023-01-03 11:40:37,1617,81,1536,14670.0,2,0.0,1,9,1,3,2,000000,0.0,0.0,0.0,G561553012000410010,G5615530120,麻文高速,G5615530120004100102023010312100028,015301191123900302773320230103114037
1,1,0xff,2023-01-03 10:21:58,2023-01-03 10:07:58,956,48,908,11000.0,2,0.0,1,9,1,3,2,000000,0.0,0.0,0.0,G561553012000310010,G5615530120,麻文高速,G5615530120003100102023010310100060,013701210423224850411220230103100758
1,1,0xff,2023-01-03 18:25:53,2023-01-03 18:13:24,1617,81,1536,14670.0,2,0.0,1,9,1,3,2,000000,0.0,0.0,0.0,G561553012000410010,G5615530120,麻文高速,G5615530120004100102023010318100054,015201164023020180487920230103181324
1,1,0xff,2023-02-01 14:34:38,2023-02-01 14:28:10,912,46,866,13506.0,2,0.0,1,9,1,3,2,000000,0.0,0.0,0.0,G761153001000520010,G7611530010,都香高速,G7611530010005200102023020114100062,015301191223900304861220230201142810
1,1,0xff,2023-01-03 16:43:07,2023-01-03 16:27:48,956,48,908,11000.0,2,0.0,1,9,1,3,2,000000,0.0,0.0,0.0,G561553012000310010,G5615530120,麻文高速,G5615530120003100102023010316100112,015301190823900474534420230103162748
1,2,0xff,2023-01-03 14:19:14,2023-01-03 14:18:05,1617,0,1617,14670.0,255,0.0,1,9,1,1,0,000000,0.0,0.0,0.0,G561553012000420010,G5615530120,麻文高速,G5615530120004200102023010314300069,020000330101610098532920230103141805
1,1,0xff,2023-02-20 13:19:05,2023-02-20 12:55:31,906,45,861,6596.0,2,0.0,1,9,1,3,2,000000,0.0,0.0,0.0,S001053001000620010,S0010530010,彝良至昭通高速,S0010530010006200102023022013100018,015001193223000305478420230220125531
1,2,0xff,2023-03-15 17:02:06,2023-03-15 16:49:40,2108,0,2108,17165.0,255,0.0,1,9,1,1,0,000000,0.0,0.0,0.0,S001453001000220010,S0014530010,宜宾至毕节高速威信至镇雄段,S0014530010002200102023031517300002,020000440101620115125920230315164940
1,2,0xff,2023-03-08 08:58:02,2023-03-08 08:55:47,1818,0,1818,19916.0,255,0.0,1,9,1,1,0,000000,0.0,0.0,0.0,S001053002000410010,S0010530020,彝良至镇雄高速公路,S0010530020004100102023030808300055,020000330101630088665320230308085547
1,1,0xff,2023-03-16 17:05:58,2023-03-16 16:47:24,1049,52,997,16444.0,2,0.0,1,9,1,3,2,000000,0.0,0.0,0.0,S001453001000720010,S0014530010,宜宾至毕节高速威信至镇雄段,S0014530010007200102023031617100008,015301191023900334550020230316164724
11,2,0xff,2023-02-08 01:30:56,2023-02-08 01:27:32,194,0,194,4530.0,2,18000.0,1,9,1,1,0,000000,0.0,0.0,0.0,S007153002000310010,S0071530020,昭阳西环高速公路,S0071530020003100102023020801300003,020000510101630001678020230208012732
11,2,0xff,2023-01-03 16:34:51,2023-01-03 16:00:20,1281,0,1281,14670.0,2,18000.0,1,9,1,1,0,000000,0.0,0.0,0.0,G561553012000410010,G5615530120,麻文高速,G5615530120004100102023010316300077,020000410101620066464020230103160020
1,2,0xff,2023-03-16 10:35:00,2023-03-16 10:29:45,989,0,989,8323.0,255,0.0,1,9,1,1,0,000000,0.0,0.0,0.0,S001453001000620010,S0014530010,宜宾至毕节高速威信至镇雄段,S0014530010006200102023031610300024,020000360101610069609220230316102945
11,2,0xff,2023-12-23 12:41:18,2023-12-23 12:39:29,2662,0,2662,24987.0,2,18000.0,1,9,1,1,0,000000,0.0,0.0,0.0,S001453003000320010,S0014530030,大关至永善高速,S0014530030003200102023122312300006,020000530101620102325220231223123929
11,1,0xff,2023-03-16 08:27:34,2023-03-16 08:24:58,750,37,713,8801.0,2,2350.0,1,9,1,1,2,000000,0.0,0.0,0.0,S001453001000510010,S0014530010,宜宾至毕节高速威信至镇雄段,S0014530010005100102023031608200020,011501224123191404990920230316082458
1,1,0xff,2023-01-03 07:14:54,2023-01-03 07:13:47,1617,81,1536,14670.0,2,0.0,1,9,1,1,2,000000,0.0,0.0,0.0,G561553012000420010,G5615530120,麻文高速,G5615530120004200102023010307100054,015301190923900327139820230103071347
1,2,0xff,2023-03-09 11:20:24,2023-03-09 11:12:57,1318,0,1318,11189.0,255,0.0,1,9,1,1,0,000000,0.0,0.0,0.0,S001053002000310010,S0010530020,彝良至镇雄高速公路,S0010530020003100102023030911400024,020000360101610075014720230309111257
11,2,0xff,2023-02-01 16:01:04,2023-02-01 15:51:48,752,0,752,13506.0,2,18000.0,1,9,1,1,0,000000,0.0,0.0,0.0,G761153001000510010,G7611530010,都香高速,G7611530010005100102023020116400003,020000530101620078020420230201155148
1,1,0xff,2023-01-03 19:24:31,2023-01-03 19:17:23,956,48,908,11000.0,2,0.0,1,9,1,3,2,000000,0.0,0.0,0.0,G561553012000310010,G5615530120,麻文高速,G5615530120003100102023010319100067,015301190923900342673020230103191723
1,1,0xff,2023-03-16 12:24:00,2023-03-16 12:13:34,1049,52,997,16444.0,2,0.0,1,9,1,3,2,000000,0.0,0.0,0.0,S001453001000720010,S0014530010,宜宾至毕节高速威信至镇雄段,S0014530010007200102023031612100021,015201164023020926111220230316121334
1,2,0xff,2023-01-03 14:42:00,2023-01-03 14:40:56,1617,0,1617,14670.0,255,0.0,1,9,1,1,0,000000,0.0,0.0,0.0,G561553012000420010,G5615530120,麻文高速,G5615530120004200102023010314300148,020000430101920050265120230103144056
11,1,0xff,2023-03-15 17:29:17,2023-03-15 17:12:33,779,39,740,8323.0,2,1850.0,1,9,1,3,2,000000,0.0,0.0,0.0,S001453001000620010,S0014530010,宜宾至毕节高速威信至镇雄段,S0014530010006200102023031517100042,015401220623600400524320230315171233
1,1,0xff,2023-03-16 11:10:06,2023-03-16 11:06:45,340,17,323,6805.0,2,0.0,1,9,1,3,2,000000,0.0,0.0,0.0,S001453001000810010,S0014530010,宜宾至毕节高速威信至镇雄段,S0014530010008100102023031611100030,015301191023900308138620230316110645
11,2,0xff,2023-01-03 14:39:14,2023-01-03 14:16:12,1281,0,1281,14670.0,2,18000.0,1,9,1,1,0,000000,0.0,0.0,0.0,G561553012000410010,G5615530120,麻文高速,G5615530120004100102023010314300120,020000440101610040541520230103141612
11,1,0xff,2023-01-03 19:07:42,2023-01-03 19:01:01,770,38,732,11000.0,2,2300.0,1,9,1,3,2,000000,0.0,0.0,0.0,G561553012000310010,G5615530120,麻文高速,G5615530120003100102023010319100025,015301191223900409462320230103190101
1,1,0xff,2023-03-09 08:19:00,2023-03-09 08:09:11,1818,91,1727,19916.0,2,0.0,1,9,1,3,1,000000,0.0,0.0,0.0,S001053002000410010,S0010530020,彝良至镇雄高速公路,S0010530020004100102023030908100015,015301190222120304878620230309080911
1,1,0xff,2023-02-20 16:33:33,2023-02-20 16:22:09,2792,140,2652,24696.0,2,0.0,1,9,1,3,2,000000,0.0,0.0,0.0,S001053001000410010,S0010530010,彝良至昭通高速,S0010530010004100102023022016100062,013301190623010044063020230220162209
11,2,0xff,2023-03-09 21:13:38,2023-03-09 21:11:26,0,0,0,0.0,2,18000.0,1,9,1,1,0,000000,0.0,0.0,0.0,S001053002000420010,S0010530020,彝良至镇雄高速公路,S0010530020004200102023030921400013,020000420101610006962720230309211126
1,1,0xff,2023-01-03 14:53:23,2023-01-03 14:44:20,956,48,908,11000.0,2,0.0,1,9,1,3,2,000000,0.0,0.0,0.0,G561553012000310010,G5615530120,麻文高速,G5615530120003100102023010314100143,015301190723400202330020230103144420
1,1,0xff,2023-03-08 16:24:34,2023-03-08 15:59:29,1818,91,1727,19916.0,2,0.0,1,9,1,3,2,000000,0.0,0.0,0.0,S001053002000420010,S0010530020,彝良至镇雄高速公路,S0010530020004200102023030816200047,013701190123021918218520230308155929
1,1,0xff,2023-03-15 08:11:05,2023-03-15 07:57:44,2108,105,2003,17165.0,2,0.0,1,9,1,1,1,000000,0.0,0.0,0.0,S001453001000220010,S0014530010,宜宾至毕节高速威信至镇雄段,S0014530010002200102023031508100002,015301000000010055567220230315075744
1,2,0xff,2023-01-03 08:03:59,2023-01-03 08:02:50,1617,0,1617,14670.0,255,0.0,1,9,1,1,0,000000,0.0,0.0,0.0,G561553012000420010,G5615530120,麻文高速,G5615530120004200102023010308300009,020000130101670030549120230103080250
1,1,0xff,2023-01-03 16:04:57,2023-01-03 15:58:13,956,48,908,11000.0,2,0.0,1,9,1,3,2,000000,0.0,0.0,0.0,G561553012000310010,G5615530120,麻文高速,G5615530120003100102023010316100013,015301190823900428104020230103155813
1,1,0xff,2023-01-03 16:13:40,2023-01-03 16:12:32,1617,81,1536,14670.0,2,0.0,1,9,1,3,2,000000,0.0,0.0,0.0,G561553012000420010,G5615530120,麻文高速,G5615530120004200102023010316100057,013701190123020230193920230103161232
1,1,0xff,2023-03-15 21:24:13,2023-03-15 21:21:38,1049,52,997,16444.0,2,0.0,1,9,1,3,2,000000,0.0,0.0,0.0,S001453001000710010,S0014530010,宜宾至毕节高速威信至镇雄段,S0014530010007100102023031521100030,013701210423224835428820230315212138
1,2,0xff,2023-01-03 14:32:44,2023-01-03 14:31:29,1617,0,1617,14670.0,255,0.0,1,9,1,1,0,000000,0.0,0.0,0.0,G561553012000420010,G5615530120,麻文高速,G5615530120004200102023010314300117,020000340101620059529120230103143129
1,2,0xff,2023-01-03 20:43:16,2023-01-03 20:42:11,1617,0,1617,14670.0,255,0.0,1,9,1,1,0,000000,0.0,0.0,0.0,G561553012000420010,G5615530120,麻文高速,G5615530120004200102023010320300090,020000610201630052731820230103204211
1,1,0xff,2023-03-16 16:34:57,2023-03-16 16:20:55,989,49,940,8323.0,2,0.0,1,9,1,3,2,000000,0.0,0.0,0.0,S001453001000620010,S0014530010,宜宾至毕节高速威信至镇雄段,S0014530010006200102023031616100060,015301161123320200230820230316162055
11,2,0xff,2023-01-03 18:40:42,2023-01-03 18:20:26,1281,0,1281,14670.0,2,18000.0,1,9,1,1,0,000000,0.0,0.0,0.0,G561553012000410010,G5615530120,麻文高速,G5615530120004100102023010318300067,020000520101620074034020230103182026
1,2,0xff,2023-02-09 09:15:28,2023-02-09 09:11:03,320,0,320,6403.0,255,0.0,1,9,1,1,0,000000,0.0,0.0,0.0,S007153002000410010,S0071530020,昭阳西环高速公路,S0071530020004100102023020909300011,020000310101610006581020230209091103
11,1,0xff,2023-03-09 16:30:43,2023-03-09 16:24:16,1039,52,987,11189.0,2,1450.0,1,9,1,1,2,000000,0.0,0.0,0.0,S001053002000310010,S0010530020,彝良至镇雄高速公路,S0010530020003100102023030916200041,015301190823900465198020230309162416
1,2,0xff,2023-01-03 15:35:02,2023-01-03 15:22:53,956,0,956,11000.0,255,0.0,1,9,1,1,0,000000,0.0,0.0,0.0,G561553012000320010,G5615530120,麻文高速,G5615530120003200102023010315300111,020000530101610055483020230103152253
1,1,0xff,2023-01-03 16:39:14,2023-01-03 16:38:17,1617,81,1536,14670.0,2,0.0,1,9,1,3,2,000000,0.0,0.0,0.0,G561553012000420010,G5615530120,麻文高速,G5615530120004200102023010316100128,014501214923071988083220230103163817
1,2,0xff,2023-03-09 20:21:06,2023-03-09 20:08:05,1318,0,1318,11189.0,255,0.0,1,9,1,1,0,000000,0.0,0.0,0.0,S001053002000310010,S0010530020,彝良至镇雄高速公路,S0010530020003100102023030920400014,020000110101840115046120230309200805
1,1,0xff,2023-03-15 08:27:53,2023-03-15 08:26:34,898,45,853,7765.0,2,0.0,1,9,1,3,2,000000,0.0,0.0,0.0,S001453001000320010,S0014530010,宜宾至毕节高速威信至镇雄段,S0014530010003200102023031508100010,015102196323430403916320230315082634
1,1,0xff,2023-01-03 14:53:17,2023-01-03 14:35:50,1617,81,1536,14670.0,2,0.0,1,9,1,3,2,000000,0.0,0.0,0.0,G561553012000410010,G5615530120,麻文高速,G5615530120004100102023010314100151,014501214923071982131220230103143550
1,2,0xff,2023-02-21 20:02:54,2023-02-21 19:52:42,906,0,906,6596.0,255,0.0,1,9,1,1,0,000000,0.0,0.0,0.0,S001053001000610010,S0010530010,彝良至昭通高速,S0010530010006100102023022120400001,020000430101920173601220230221195242
11,1,0xff,2023-03-15 16:42:04,2023-03-15 16:37:57,291,15,276,6805.0,2,4000.0,1,9,1,3,2,000000,0.0,0.0,0.0,S001453001000810010,S0014530010,宜宾至毕节高速威信至镇雄段,S0014530010008100102023031516200141,015201164023020957059620230315163757
1,1,0xff,2023-02-01 22:47:43,2023-02-01 22:38:12,912,46,866,13506.0,2,0.0,1,9,1,3,2,000000,0.0,0.0,0.0,G761153001000520010,G7611530010,都香高速,G7611530010005200102023020122100020,012301205323261600019920230201223812
1,1,0xff,2023-03-15 15:43:37,2023-03-15 15:39:20,2108,105,2003,17165.0,2,0.0,1,9,1,3,2,000000,0.0,0.0,0.0,S001453001000210010,S0014530010,宜宾至毕节高速威信至镇雄段,S0014530010002100102023031515100011,015301190923900240154120230315153920
1,2,0xff,2023-03-08 11:17:55,2023-03-08 11:03:25,1818,0,1818,19916.0,255,0.0,1,9,1,1,0,000000,0.0,0.0,0.0,S001053002000410010,S0010530020,彝良至镇雄高速公路,S0010530020004100102023030811300017,020000110101840126364920230308110325
13,2,0xff,2023-03-16 17:33:25,2023-03-16 17:20:50,268,0,268,1475.0,3,25000.0,1,9,1,1,0,000000,0.0,0.0,0.0,S001453001000420010,S0014530010,宜宾至毕节高速威信至镇雄段,S0014530010004200102023031617300014,020000450101630011790220230316172050
1,2,0xff,2023-03-08 17:35:16,2023-03-08 17:22:16,1318,0,1318,11189.0,255,0.0,1,9,1,1,0,000000,0.0,0.0,0.0,S001053002000310010,S0010530020,彝良至镇雄高速公路,S0010530020003100102023030817400031,020000130101720026336620230308172216
1,1,0xff,2023-02-20 20:08:43,2023-02-20 19:33:41,3719,186,3533,29125.0,2,0.0,1,9,1,3,2,000000,0.0,0.0,0.0,S001053001000710010,S0010530010,彝良至昭通高速,S0010530010007100102023022020200010,013701190123021105701920230220193341
1,1,0xff,2023-03-08 22:21:07,2023-03-08 22:13:41,1318,66,1252,11189.0,2,0.0,1,9,1,3,2,000000,0.0,0.0,0.0,S001053002000310010,S0010530020,彝良至镇雄高速公路,S0010530020003100102023030822200012,015301190923900315634820230308221341
1,2,0xff,2023-01-03 18:41:23,2023-01-03 18:40:01,0,0,0,0.0,255,0.0,1,9,1,1,0,000000,0.0,0.0,0.0,G561553012000410010,G5615530120,麻文高速,G5615530120004100102023010318300070,020000510101620047712820230103184001
1,1,0xff,2023-01-03 10:12:29,2023-01-03 10:11:31,1617,81,1536,14670.0,2,0.0,1,9,1,3,2,000000,0.0,0.0,0.0,G561553012000420010,G5615530120,麻文高速,G5615530120004200102023010310100035,015301190723400201229820230103101131
1,1,0xff,2023-03-09 17:33:38,2023-03-09 17:07:56,1318,66,1252,11189.0,2,0.0,1,9,1,3,2,000000,0.0,0.0,0.0,S001053002000320010,S0010530020,彝良至镇雄高速公路,S0010530020003200102023030917100048,013301190623010209022420230309170756
